Shucked,Viscera,Shell,Weight
0.1255,0.07,0.1035,0.316
0.174,0.0635,0.105,0.3625
0.1255,0.051,0.088,0.279
0.162,0.0865,0.1045,0.3685
0.2055,0.096,0.096,0.413
0.222,0.0735,0.106,0.418
0.1545,0.084,0.12,0.3705
0.1675,0.1015,0.117,0.409
0.1945,0.0905,0.13,0.434
0.1985,0.0935,0.109,0.411
0.2135,0.0985,0.1315,0.462
0.241,0.1075,0.12,0.4925
0.1865,0.0785,0.0975,0.3715
0.1945,0.1,0.098,0.411
0.16,0.0885,0.102,0.3685
0.18,0.098,0.1175,0.4155
0.211,0.1075,0.142,0.4845
0.206,0.099,0.13,0.4565
0.2165,0.111,0.115,0.4545
0.3395,0.1085,0.1665,0.6245
0.248,0.112,0.1585,0.5495
0.215,0.116,0.17,0.542
0.2485,0.1135,0.134,0.519
0.3465,0.1395,0.182,0.6795
0.2615,0.1195,0.1525,0.5575
0.215,0.1135,0.166,0.5155
0.3175,0.1265,0.15,0.6115
0.2295,0.133,0.157,0.5395
0.288,0.1295,0.167,0.5545
0.325,0.1245,0.17,0.6455
0.2625,0.1285,0.1835,0.601
0.297,0.1395,0.1405,0.608
0.279,0.127,0.19,0.617
0.2595,0.149,0.169,0.599
0.3125,0.138,0.1895,0.6665
0.3425,0.16,0.224,0.755
0.3155,0.2155,0.245,0.805
0.6035,0.291,0.3595,1.2975
0.196,0.1045,0.15,0.4645
0.034,0.014,0.0215,0.0765
0.0295,0.014,0.0225,0.0685
0.039,0.015,0.025,0.0835
0.0545,0.0295,0.0355,0.1125
0.044,0.0205,0.038,0.1075
0.435,0.015,0.04,0.1055
0.0545,0.031,0.0445,0.1375
0.046,0.0235,0.0385,0.1145
0.0565,0.032,0.09,0.139
0.102,0.0395,0.052,0.2085
0.077,0.032,0.0435,0.1595
0.096,0.0405,0.048,0.2015
0.0775,0.033,0.055,0.179
0.0925,0.037,0.055,0.1945
0.105,0.037,0.05,0.2005
0.1,0.036,0.065,0.215
0.0855,0.0305,0.0525,0.1785
0.0875,0.035,0.064,0.196
0.081,0.042,0.058,0.1875
0.0825,0.0375,0.06,0.196
0.0945,0.049,0.06,0.213
0.089,0.0655,0.075,0.2445
0.1095,0.035,0.062,0.217
0.096,0.041,0.061,0.213
0.118,0.045,0.0695,0.2385
0.093,0.0405,0.0755,0.218
0.11,0.0415,0.0775,0.2465
0.0825,0.048,0.065,0.2025
0.0945,0.039,0.07,0.218
0.11,0.0535,0.0755,0.256
0.0865,0.042,0.07,0.2105
0.111,0.0595,0.0745,0.2615
0.097,0.038,0.067,0.2175
0.152,0.0615,0.0735,0.302
0.1025,0.042,0.0655,0.228
0.1665,0.0575,0.089,0.3265
0.1135,0.0595,0.0945,0.284
0.115,0.0625,0.085,0.2725
0.1445,0.061,0.082,0.2985
0.1205,0.0605,0.0765,0.2675
0.1265,0.0505,0.075,0.2645
0.157,0.0705,0.17,0.33
0.168,0.0615,0.082,0.328
0.173,0.045,0.1,0.3335
0.126,0.06,0.106,0.3055
0.1385,0.065,0.08,0.301
0.2065,0.086,0.115,0.428
0.175,0.08,0.1045,0.378
0.1615,0.0715,0.12,0.3685
0.2115,0.083,0.12,0.438
0.208,0.089,0.12,0.448
0.164,0.0755,0.126,0.4005
0.358,0.0775,0.11,0.372
0.2225,0.099,0.11,0.466
0.1575,0.077,0.114,0.3705
0.1425,0.073,0.113,0.346
0.175,0.0855,0.135,0.411
0.2055,0.105,0.1505,0.48
0.167,0.0885,0.115,0.393
0.2535,0.091,0.14,0.5035
0.1785,0.0885,0.1505,0.441
0.211,0.11,0.15,0.492
0.244,0.101,0.165,0.5435
0.2065,0.112,0.132,0.4725
0.2205,0.0835,0.135,0.461
0.214,0.1045,0.1495,0.4965
0.2185,0.116,0.16,0.5125
0.2945,0.104,0.1565,0.594
0.239,0.1375,0.185,0.5795
0.2585,0.1625,0.196,0.6615
0.259,0.124,0.157,0.5695
0.2925,0.1205,0.195,0.6215
0.3015,0.11,0.18,0.6015
0.2595,0.1435,0.18,0.594
0.248,0.103,0.171,0.551
0.3265,0.1295,0.16,0.625
0.337,0.144,0.205,0.711
0.32,0.1255,0.175,0.6965
0.233,0.1365,0.18,0.5825
0.3005,0.131,0.1905,0.663
0.369,0.1385,0.164,0.6965
0.3905,0.111,0.167,0.694
0.4725,0.111,0.192,0.81
0.2525,0.1235,0.189,0.5745
0.419,0.1205,0.21,0.7675
0.2895,0.121,0.154,0.6025
0.3595,0.135,0.225,0.5765
0.3205,0.1445,0.229,0.7265
0.372,0.148,0.227,0.7715
0.302,0.1315,0.2545,0.7285
0.27,0.1185,0.185,0.5945
0.3745,0.171,0.223,0.7895
0.3285,0.1555,0.2325,0.7535
0.3325,0.1545,0.215,0.7305
0.3135,0.1435,0.28,0.7395
0.341,0.165,0.23,0.7665
0.3485,0.1765,0.225,0.7905
0.3715,0.185,0.236,0.8205
0.3095,0.1305,0.2165,0.688
0.547,0.1615,0.235,0.974
0.414,0.21,0.21,0.8735
0.2825,0.2195,0.2215,0.751
0.3815,0.1415,0.245,0.794
0.347,0.1785,0.202,0.7665
0.48,0.234,0.285,1.0505
0.328,0.1745,0.23,0.7715
0.565,0.2465,0.27,1.12
0.6315,0.226,0.33,1.238
0.432,0.174,0.26,0.9025
0.4495,0.1725,0.286,0.9605
0.6025,0.295,0.315,1.272
0.5165,0.2195,0.28,1.0605
0.0055,0.0025,0.004,0.014
0.019,0.0145,0.036,0.0515
0.105,0.047,0.0605,0.2215
0.0785,0.0345,0.053,0.1985
0.1325,0.041,0.0615,0.232
0.187,0.046,0.067,0.3155
0.1225,0.044,0.0675,0.247
0.143,0.0665,0.0765,0.3025
0.188,0.0455,0.0825,0.329
0.1185,0.061,0.08,0.2815
0.1785,0.064,0.0855,0.3425
0.112,0.075,0.0815,0.2825
0.1455,0.061,0.0805,0.304
0.141,0.063,0.073,0.2905
0.2015,0.0905,0.088,0.389
0.2385,0.0745,0.1075,0.4405
0.164,0.08,0.1015,0.369
0.213,0.089,0.1135,0.4465
0.274,0.0995,0.1065,0.501
0.1975,0.096,0.125,0.436
0.229,0.1105,0.116,0.4615
0.19,0.1165,0.1175,0.4315
0.126,0.0835,0.1365,0.3685
0.2175,0.093,0.1165,0.459
0.2795,0.1025,0.147,0.542
0.2075,0.1075,0.147,0.4725
0.2695,0.096,0.17,0.556
0.25,0.1245,0.17,0.5625
0.346,0.1415,0.189,0.7045
0.353,0.1915,0.251,0.8425
0.019,0.011,0.013,0.0475
0.0415,0.017,0.0335,0.101
0.047,0.0155,0.0405,0.121
0.05,0.0175,0.0415,0.117
0.063,0.034,0.0415,0.1465
0.079,0.0355,0.05,0.168
0.09,0.0245,0.055,0.18
0.079,0.0315,0.054,0.1775
0.0715,0.0495,0.058,0.1985
0.073,0.056,0.061,0.2
0.0985,0.044,0.066,0.2205
0.083,0.0365,0.055,0.1845
0.0935,0.0525,0.066,0.2225
0.097,0.046,0.065,0.2175
0.0935,0.0925,0.07,0.2165
0.0895,0.0665,0.075,0.243
0.108,0.0395,0.082,0.237
0.1,0.0505,0.076,0.2365
0.119,0.059,0.07,0.257
0.1525,0.056,0.0835,0.308
0.1065,0.053,0.08,0.252
0.1275,0.062,0.077,0.281
0.095,0.0465,0.073,0.2225
0.129,0.071,0.0955,0.304
0.141,0.0575,0.075,0.28
0.139,0.0625,0.0965,0.313
0.135,0.048,0.09,0.317
0.131,0.0585,0.095,0.303
0.129,0.07,0.11,0.3295
0.1595,0.08,0.105,0.367
0.1385,0.064,0.105,0.3245
0.181,0.085,0.1345,0.4195
0.2085,0.0855,0.147,0.457
0.176,0.083,0.1205,0.4
0.2015,0.081,0.13,0.4255
0.188,0.0815,0.147,0.4365
0.1825,0.0735,0.12,0.393
0.21,0.0985,0.155,0.499
0.2825,0.137,0.19,0.6325
0.205,0.1305,0.125,0.4905
0.179,0.1035,0.175,0.474
0.251,0.114,0.15,0.536
0.2935,0.1285,0.16,0.6025
0.204,0.0945,0.143,0.4615
0.3035,0.1285,0.169,0.624
0.2075,0.091,0.15,0.4715
0.2505,0.1265,0.19,0.602
0.261,0.143,0.1935,0.616
0.2455,0.147,0.173,0.5955
0.2375,0.135,0.169,0.559
0.281,0.143,0.162,0.6025
0.1815,0.125,0.138,0.4725
0.213,0.123,0.1275,0.4745
0.32,0.14,0.17,0.6635
0.238,0.1265,0.185,0.5705
0.2965,0.1595,0.165,0.646
0.2355,0.1095,0.1895,0.5545
0.3115,0.147,0.178,0.664
0.261,0.159,0.175,0.615
0.305,0.16,0.169,0.654
0.2555,0.141,0.177,0.5965
0.245,0.1455,0.2135,0.6255
0.1935,0.1305,0.195,0.555
0.3745,0.167,0.249,0.8365
0.2835,0.162,0.175,0.657
0.3725,0.1815,0.24,0.836
0.32,0.1395,0.25,0.742
0.3935,0.1725,0.2295,0.8195
0.2505,0.1175,0.235,0.6275
0.2955,0.169,0.225,0.7205
0.3475,0.1545,0.213,0.686
0.3285,0.1455,0.18,0.686
0.2375,0.1155,0.1725,0.543
0.358,0.112,0.22,0.717
0.269,0.1345,0.217,0.639
0.3995,0.1485,0.23,0.816
0.373,0.16,0.2215,0.7815
0.339,0.176,0.21,0.7665
0.222,0.1245,0.17,0.5585
0.3945,0.15,0.206,0.765
0.3845,0.158,0.2765,0.9005
0.3685,0.187,0.236,0.8225
0.349,0.149,0.2,0.7235
0.31,0.186,0.231,0.743
0.4,0.166,0.25,0.848
0.354,0.144,0.2815,0.833
0.3705,0.1705,0.28,0.867
0.306,0.172,0.1825,0.7405
0.364,0.196,0.239,0.7965
0.3275,0.188,0.235,0.78
0.3475,0.1465,0.25,0.8015
0.3615,0.176,0.254,0.807
0.303,0.1405,0.235,0.7095
0.428,0.268,0.265,1.022
0.419,0.1785,0.26,0.9015
0.377,0.1925,0.235,0.8335
0.38,0.2225,0.29,0.9175
0.379,0.2265,0.22,0.8025
0.436,0.19,0.26,0.9225
0.4935,0.256,0.315,1.154
0.446,0.246,0.305,1.066
0.3595,0.16,0.295,0.8565
0.358,0.2265,0.2965,0.924
0.643,0.2055,0.3145,1.1955
0.438,0.2865,0.278,1.044
0.715,0.3445,0.3615,1.489
0.096,0.057,0.0705,0.2315
0.166,0.091,0.1125,0.394
0.259,0.139,0.1645,0.5965
0.229,0.0865,0.1,0.422
0.4005,0.1715,0.211,0.82
0.207,0.0855,0.1215,0.434
0.362,0.1535,0.209,0.7615
0.195,0.123,0.182,0.5205
0.3085,0.185,0.319,0.869
0.4955,0.2295,0.304,1.0835
0.4235,0.2195,0.228,0.8935
0.403,0.1715,0.213,0.8145
0.3975,0.2035,0.253,0.8915
0.0105,0.0055,0.009,0.027
0.0235,0.013,0.018,0.0555
0.0565,0.0275,0.036,0.1275
0.0815,0.0335,0.06,0.1885
0.09,0.042,0.06,0.2
0.0815,0.0325,0.065,0.197
0.098,0.0375,0.075,0.223
0.095,0.0445,0.07,0.2215
0.1185,0.0525,0.081,0.2665
0.103,0.067,0.11,0.269
0.114,0.0345,0.11,0.2805
0.1405,0.064,0.105,0.3305
0.1245,0.0615,0.085,0.2815
0.114,0.0565,0.0975,0.2805
0.1125,0.0625,0.115,0.311
0.1675,0.0625,0.1135,0.368
0.1395,0.0665,0.12,0.3405
0.135,0.0785,0.098,0.3245
0.1515,0.0945,0.11,0.38
0.156,0.0555,0.105,0.335
0.13,0.056,0.1185,0.3215
0.1525,0.067,0.1185,0.358
0.1635,0.096,0.166,0.445
0.196,0.099,0.135,0.487
0.203,0.08,0.1465,0.4535
0.2505,0.178,0.154,0.568
0.2465,0.1025,0.147,0.5155
0.1885,0.0965,0.15,0.457
0.2065,0.1165,0.165,0.5095
0.205,0.148,0.1505,0.5
0.181,0.0975,0.191,0.494
0.28,0.106,0.15,0.5605
0.2245,0.1175,0.225,0.599
0.334,0.1425,0.207,0.7045
0.285,0.152,0.245,0.7125
0.2555,0.1335,0.235,0.6725
0.2165,0.0915,0.184,0.5185
0.308,0.1335,0.168,0.6375
0.2445,0.146,0.165,0.5805
0.3285,0.17,0.1425,0.6645
0.2555,0.156,0.143,0.581
0.2805,0.12,0.1695,0.596
0.3045,0.1535,0.21,0.6965
0.248,0.159,0.175,0.6095
0.298,0.0965,0.23,0.677
0.321,0.1275,0.24,0.7245
0.247,0.115,0.183,0.575
0.2715,0.148,0.1875,0.632
0.53,0.1765,0.244,1.0015
0.2705,0.155,0.192,0.6555
0.2525,0.158,0.19,0.6255
0.305,0.231,0.244,0.8145
0.2615,0.1405,0.25,0.687
0.295,0.1905,0.238,0.7995
0.3375,0.1405,0.23,0.804
0.304,0.1755,0.22,0.738
0.3455,0.179,0.279,0.832
0.3975,0.158,0.255,0.8445
0.3755,0.215,0.25,0.8715
0.45,0.162,0.225,0.8715
0.3375,0.2115,0.239,0.8245
0.3525,0.1645,0.242,0.7905
0.482,0.1935,0.352,1.071
0.488,0.2505,0.2925,1.1
0.5495,0.296,0.3305,1.238
0.0125,0.0065,0.008,0.029
0.0075,0.005,0.006,0.0195
0.017,0.012,0.015,0.0465
0.053,0.0265,0.03,0.1195
0.036,0.0185,0.03,0.0895
0.031,0.023,0.03,0.0935
0.048,0.0205,0.03,0.1115
0.056,0.0235,0.03,0.1195
0.0375,0.022,0.03,0.097
0.0585,0.0255,0.041,0.133
0.0875,0.0355,0.04,0.1745
0.0695,0.044,0.0495,0.1695
0.0725,0.0465,0.0495,0.17
0.0715,0.0335,0.046,0.1605
0.1425,0.0525,0.0735,0.271
0.1065,0.038,0.062,0.2185
0.0905,0.034,0.053,0.196
0.105,0.047,0.065,0.226
0.109,0.05,0.0605,0.22
0.158,0.068,0.078,0.3
0.128,0.063,0.0805,0.2875
0.1385,0.0795,0.0925,0.316
0.1865,0.0675,0.0985,0.3675
0.1675,0.102,0.105,0.3675
0.159,0.084,0.095,0.346
0.2125,0.099,0.1375,0.4675
0.167,0.0865,0.145,0.441
0.268,0.1095,0.1365,0.5185
0.2875,0.154,0.2035,0.6855
0.04,0.0185,0.025,0.086
0.0475,0.0225,0.0285,0.1065
0.072,0.022,0.033,0.132
0.051,0.0225,0.027,0.1075
0.072,0.033,0.057,0.1745
0.0565,0.0305,0.054,0.152
0.1305,0.061,0.0725,0.2755
0.14,0.062,0.082,0.293
0.138,0.06,0.087,0.312
0.165,0.076,0.0805,0.336
0.1895,0.065,0.087,0.355
0.162,0.091,0.11,0.379
0.152,0.0825,0.12,0.378
0.2005,0.074,0.1275,0.4325
0.2735,0.0995,0.158,0.5465
0.271,0.1035,0.139,0.538
0.2925,0.137,0.209,0.668
0.114,0.0575,0.095,0.2825
0.1025,0.0505,0.085,0.25
0.124,0.082,0.095,0.315
0.076,0.051,0.045,0.166
0.2165,0.0995,0.125,0.452
0.0855,0.0495,0.08,0.232
0.005,0.0065,0.0035,0.0105
0.0125,0.01,0.009,0.0275
0.0675,0.0385,0.045,0.1445
0.201,0.1265,0.145,0.433
0.177,0.0965,0.145,0.4555
0.106,0.071,0.085,0.127
0.076,0.0355,0.05,0.1735
0.1685,0.0865,0.125,0.3945
0.0545,0.0115,0.035,0.1225
0.115,0.061,0.085,0.2735
0.0055,0.003,0.005,0.0145
0.0155,0.015,0.01,0.0295
0.0115,0.005,0.01,0.0385
0.064,0.031,0.045,0.1485
0.0205,0.014,0.02,0.0605
0.1355,0.0935,0.12,0.3675
0.037,0.0255,0.045,0.099
0.0905,0.0545,0.07,0.233
0.1565,0.0705,0.125,0.3625
0.0265,0.0195,0.03,0.081
0.0565,0.0285,0.042,0.1365
0.0765,0.0385,0.065,0.19
0.0815,0.0525,0.08,0.2235
0.0305,0.019,0.03,0.086
0.225,0.0745,0.11,0.444
0.0935,0.0455,0.085,0.2275
0.2745,0.2185,0.345,0.893
0.25,0.134,0.185,0.5705
0.221,0.112,0.125,0.4475
0.1605,0.0785,0.1,0.347
0.1635,0.089,0.1,0.352
0.068,0.036,0.06,0.18
0.08,0.0435,0.065,0.185
0.076,0.0525,0.055,0.179
0.167,0.08,0.125,0.385
0.2755,0.1235,0.165,0.585
0.0545,0.0315,0.04,0.137
0.1145,0.0635,0.095,0.2875
0.111,0.0735,0.095,0.306
0.2315,0.121,0.255,0.5825
0.1515,0.0795,0.115,0.3435
0.0605,0.0315,0.045,0.1455
0.028,0.018,0.025,0.075
0.009,0.0055,0.008,0.0235
0.3545,0.2175,0.3,0.9445
0.1625,0.064,0.105,0.354
0.1555,0.0675,0.135,0.383
0.2745,0.1415,0.1815,0.6315
0.1405,0.051,0.106,0.3285
0.3225,0.161,0.215,0.7365
0.2315,0.1465,0.1525,0.567
0.2495,0.141,0.2215,0.6505
0.057,0.0335,0.043,0.1425
0.55,0.273,0.38,1.2395
0.4435,0.241,0.32,1.0385
0.404,0.1845,0.35,0.972
0.5805,0.252,0.435,1.3315
0.3795,0.161,0.19,0.762
0.163,0.0755,0.17,0.437
0.159,0.105,0.14,0.435
0.309,0.1905,0.3,0.8435
0.5265,0.283,0.315,1.25
0.572,0.297,0.395,1.411
0.4805,0.3045,0.33,1.208
0.2165,0.1085,0.1785,0.537
0.094,0.0785,0.0955,0.28
0.2105,0.142,0.26,0.595
0.358,0.2145,0.26,0.9315
0.2715,0.168,0.285,0.782
0.1775,0.115,0.185,0.525
0.5485,0.292,0.49,1.319
0.062,0.039,0.055,0.17
0.036,0.0185,0.03,0.096
0.0395,0.0225,0.032,0.0995
0.0385,0.0235,0.027,0.092
0.023,0.014,0.022,0.0625
0.028,0.017,0.0225,0.073
0.027,0.0185,0.0225,0.071
0.0125,0.008,0.011,0.036
0.077,0.038,0.065,0.1925
0.115,0.0735,0.085,0.2865
0.044,0.0265,0.033,0.109
0.052,0.03,0.0345,0.127
0.118,0.065,0.083,0.2885
0.0745,0.04,0.0525,0.18
0.059,0.03,0.044,0.144
0.2285,0.1065,0.114,0.4665
0.1405,0.0705,0.095,0.33
0.175,0.0835,0.093,0.3625
0.1745,0.05,0.0945,0.34
0.159,0.0825,0.105,0.365
0.25,0.115,0.163,0.5555
0.2505,0.0975,0.1625,0.53
0.267,0.142,0.172,0.6125
0.6725,0.3615,0.4065,1.786
0.02,0.011,0.013,0.04
0.024,0.013,0.016,0.0565
0.0215,0.0135,0.02,0.064
0.0345,0.022,0.0255,0.0875
0.0415,0.0265,0.031,0.106
0.066,0.024,0.03,0.1315
0.0515,0.0275,0.035,0.126
0.065,0.037,0.0365,0.155
0.058,0.0325,0.047,0.149
0.0625,0.0395,0.07,0.185
0.108,0.0565,0.07,0.2545
0.115,0.0405,0.07,0.237
0.1155,0.059,0.08,0.279
0.1575,0.066,0.088,0.3205
0.1445,0.0715,0.095,0.3335
0.175,0.0835,0.111,0.3885
0.269,0.111,0.1305,0.545
0.185,0.0865,0.11,0.4165
0.231,0.11,0.125,0.495
0.2235,0.089,0.118,0.4775
0.2005,0.1065,0.1325,0.468
0.198,0.0885,0.107,0.4155
0.1895,0.102,0.111,0.4215
0.23,0.1005,0.12,0.474
0.311,0.1025,0.136,0.5735
0.201,0.1115,0.12,0.468
0.218,0.09,0.1325,0.494
0.239,0.142,0.185,0.6005
0.0215,0.01,0.015,0.049
0.495,0.019,0.0315,0.1055
0.0415,0.022,0.035,0.1045
0.0745,0.033,0.048,0.163
0.0955,0.0475,0.0715,0.2275
0.0925,0.038,0.075,0.219
0.1765,0.0795,0.095,0.3645
0.1315,0.077,0.103,0.3265
0.1625,0.082,0.094,0.3515
0.1635,0.08,0.09,0.3465
0.209,0.0735,0.103,0.407
0.173,0.0765,0.113,0.4215
0.1525,0.058,0.125,0.3755
0.2645,0.108,0.1345,0.5335
0.2085,0.0975,0.1185,0.442
0.2025,0.0875,0.123,0.1315
0.233,0.119,0.1455,0.5205
0.266,0.112,0.157,0.5535
0.279,0.115,0.13,0.5445
0.233,0.1205,0.136,0.512
0.294,0.132,0.1605,0.583
0.2465,0.1085,0.167,0.5395
0.3095,0.119,0.1725,0.625
0.265,0.1175,0.168,0.5925
0.2985,0.1295,0.175,0.633
0.294,0.144,0.1755,0.636
0.2835,0.133,0.2105,0.648
0.0125,0.005,0.0105,0.0315
0.0135,0.008,0.0105,0.04
0.0275,0.008,0.02,0.0635
0.0425,0.021,0.031,0.0985
0.0675,0.0325,0.0575,0.167
0.1005,0.038,0.053,0.2015
0.075,0.0385,0.06,0.183
0.078,0.0505,0.058,0.187
0.074,0.0315,0.06,0.1795
0.096,0.0395,0.058,0.2065
0.14,0.0625,0.0825,0.3
0.095,0.0545,0.066,0.2295
0.1705,0.0735,0.081,0.343
0.1215,0.0445,0.068,0.244
0.149,0.0535,0.09,0.3075
0.176,0.0625,0.0865,0.3415
0.0965,0.061,0.091,0.271
0.416,0.2075,0.0995,0.91
0.1145,0.053,0.085,0.268
0.138,0.0635,0.0765,0.2885
0.124,0.0575,0.1,0.3
0.1325,0.075,0.101,0.326
0.169,0.067,0.105,0.358
0.1295,0.0635,0.1,0.314
0.1855,0.083,0.1015,0.4025
0.159,0.0855,0.105,0.3645
0.182,0.0765,0.14,0.4235
0.1615,0.0625,0.1185,0.3505
0.261,0.0655,0.1315,0.486
0.252,0.077,0.123,0.471
0.187,0.087,0.11,0.415
0.279,0.088,0.1325,0.5195
0.2215,0.118,0.16,0.5215
0.1895,0.0925,0.2305,0.4475
0.252,0.126,0.1615,0.5585
0.245,0.097,0.21,0.596
0.2645,0.095,0.165,0.5385
0.3985,0.14,0.1805,0.7665
0.2415,0.098,0.1615,0.531
0.2355,0.125,0.195,0.607
0.345,0.1285,0.2,0.6445
0.3045,0.114,0.19,0.6315
0.3025,0.152,0.225,0.712
0.4325,0.171,0.236,0.89
0.495,0.1805,0.205,0.912
0.257,0.17,0.203,0.656
0.481,0.174,0.2435,0.936
0.262,0.1575,0.24,0.6975
0.402,0.139,0.245,0.825
0.329,0.103,0.251,0.72
0.332,0.1685,0.29,0.8215
0.339,0.167,0.295,0.8465
0.2895,0.1345,0.22,0.6735
0.0205,0.016,0.0155,0.0545
0.0285,0.017,0.021,0.0725
0.038,0.021,0.026,0.0925
0.098,0.0335,0.042,0.183
0.072,0.0645,0.043,0.1525
0.0945,0.0395,0.0425,0.187
0.12,0.0435,0.056,0.232
0.085,0.042,0.0585,0.196
0.119,0.0595,0.0675,0.2545
0.117,0.054,0.077,0.2625
0.1575,0.0795,0.1095,0.362
0.213,0.107,0.1115,0.4445
0.2365,0.118,0.123,0.511
0.3075,0.1215,0.1405,0.589
0.2235,0.123,0.16,0.529
0.424,0.142,0.1895,0.77
0.0505,0.0265,0.038,0.1245
0.051,0.028,0.0405,0.1285
0.088,0.034,0.0495,0.181
0.075,0.0305,0.0455,0.1585
0.0875,0.041,0.056,0.1965
0.0805,0.0455,0.058,0.198
0.07,0.0425,0.065,0.1855
0.0855,0.0485,0.072,0.2145
0.151,0.073,0.088,0.3245
0.1,0.0515,0.09,0.2625
0.15,0.0865,0.115,0.371
0.109,0.058,0.115,0.298
0.1555,0.09,0.0855,0.336
0.161,0.087,0.16,0.447
0.264,0.117,0.174,0.587
0.211,0.109,0.1545,0.494
0.2855,0.1365,0.161,0.614
0.2115,0.104,0.1755,0.5075
0.249,0.1065,0.152,0.5445
0.245,0.1375,0.2,0.6115
0.2255,0.1435,0.17,0.5605
0.231,0.143,0.177,0.5775
0.239,0.13,0.204,0.5935
0.2935,0.1155,0.16,0.597
0.292,0.113,0.185,0.616
0.3675,0.1365,0.246,0.8155
0.2755,0.15,0.1765,0.619
0.358,0.153,0.2055,0.7595
0.3525,0.158,0.208,0.742
0.34,0.194,0.244,0.804
0.2695,0.163,0.21,0.664
0.3355,0.1435,0.2175,0.728
0.354,0.173,0.222,0.777
0.495,0.195,0.246,0.9895
0.3795,0.187,0.26,0.855
0.334,0.15,0.238,0.755
0.4675,0.207,0.259,0.9745
0.445,0.2035,0.253,0.9205
0.425,0.1985,0.3,0.9995
0.507,0.1955,0.274,1.0485
0.5865,0.2385,0.2915,1.1545
0.5355,0.322,0.386,1.2565
0.14,0.067,0.0885,0.305
0.212,0.108,0.109,0.4295
0.254,0.0825,0.097,0.449
0.306,0.112,0.141,0.5745
0.368,0.208,0.2055,0.775
0.4525,0.207,0.2725,0.9845
0.0305,0.0165,0.02,0.074
0.09,0.0415,0.07,0.2075
0.106,0.0395,0.08,0.237
0.1105,0.059,0.084,0.2665
0.0845,0.034,0.079,0.215
0.1155,0.05,0.075,0.253
0.115,0.0645,0.0945,0.309
0.156,0.05,0.1135,0.3535
0.136,0.065,0.115,0.335
0.1755,0.074,0.12,0.3875
0.14,0.0825,0.1245,0.365
0.171,0.07,0.1345,0.4045
0.138,0.0765,0.135,0.372
0.1485,0.0855,0.1455,0.3965
0.2265,0.104,0.162,0.5225
0.182,0.099,0.16,0.456
0.177,0.095,0.15,0.44
0.241,0.103,0.15,0.507
0.226,0.123,0.209,0.5285
0.237,0.1435,0.165,0.572
0.2775,0.1555,0.196,0.6625
0.3155,0.1245,0.186,0.6445
0.3015,0.126,0.18,0.6275
0.273,0.1515,0.237,0.6885
0.3015,0.1465,0.21,0.6755
0.3045,0.157,0.265,0.783
0.3305,0.1385,0.2475,0.768
0.2895,0.2005,0.22,0.7425
0.45,0.1935,0.24,0.9175
0.453,0.236,0.289,0.974
0.371,0.167,0.3075,0.907
0.019,0.012,0.017,0.0515
0.026,0.013,0.016,0.057
0.039,0.021,0.025,0.0925
0.3045,0.046,0.0595,0.204
0.139,0.0745,0.093,0.3075
0.1235,0.067,0.0725,0.262
0.053,0.0185,0.032,0.1115
0.059,0.026,0.0315,0.1235
0.1505,0.0505,0.068,0.2815
0.0975,0.04,0.0725,0.226
0.088,0.0465,0.075,0.2285
0.1265,0.068,0.0895,0.2995
0.1605,0.0665,0.103,0.361
0.1215,0.0735,0.094,0.3045
0.1815,0.081,0.1175,0.3975
0.1725,0.0815,0.101,0.379
0.2965,0.0945,0.1185,0.4995
0.078,0.024,0.065,0.1835
0.0145,0.007,0.01,0.033
0.0265,0.0125,0.0185,0.059
0.021,0.007,0.0065,0.046
0.0565,0.013,0.035,0.1165
0.229,0.131,0.235,0.61
0.045,0.0135,0.034,0.102
0.011,0.0075,0.01,0.0345
0.0605,0.033,0.045,0.1495
0.056,0.0315,0.05,0.1515
0.037,0.0295,0.04,0.116
0.2105,0.1045,0.175,0.523
0.057,0.034,0.06,0.1565
0.1375,0.061,0.146,0.384
0.1425,0.0965,0.115,0.375
0.1575,0.1025,0.115,0.3915
0.0865,0.058,0.075,0.2225
0.233,0.106,0.185,0.533
0.1705,0.0855,0.11,0.366
0.0605,0.042,0.045,0.15
0.383,0.216,0.355,1.057
0.097,0.0515,0.08,0.2595
0.21,0.122,0.135,0.5085
0.184,0.108,0.1125,0.4385
0.198,0.127,0.175,0.5425
0.1165,0.0585,0.0725,0.2565
0.2985,0.2015,0.28,0.8095
0.6255,0.2595,0.425,1.3655
0.3775,0.284,0.275,0.967
0.1735,0.0875,0.2,0.4895
0.191,0.0865,0.145,0.45
0.0955,0.038,0.085,0.259
0.6025,0.4005,0.42,1.6935
0.4285,0.22,0.264,0.97
0.175,0.098,0.212,0.515
0.1615,0.073,0.198,0.51
0.3265,0.1615,0.165,0.683
0.1665,0.108,0.17,0.468
0.1365,0.0645,0.18,0.4075
0.171,0.118,0.158,0.4545
0.1685,0.073,0.13,0.407
0.1385,0.0735,0.085,0.3085
0.105,0.0555,0.07,0.239
0.3935,0.2165,0.315,1.178
0.307,0.2075,0.19,0.7585
0.134,0.082,0.12,0.3625
0.3685,0.187,0.375,1.0885
0.4215,0.264,0.335,1.097
0.41,0.257,0.37,1.278
0.17,0.0905,0.195,0.522
0.048,0.031,0.04,0.127
0.028,0.016,0.031,0.0815
0.038,0.026,0.031,0.1
0.009,0.005,0.009,0.0265
0.066,0.059,0.075,0.209
